OwnerKey,Company,LastName,FirstName,Phone,CellPhone,Email,MailingAddress,MailCity,MailState,MailZipCode,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZipCode,SecondLastName,SecondFirstName,SecondCtctPhone,SecondCtctEmail,OwnerComment,OBJECTID,GlobalID
OWNER_ee4cf4d71625,Company_9d6fc041,Last_7e3fb7a9,First_92922bdb,5050375952,5059254747,user_715c4f12e0@example.com,Address_0705aea8,City_73ebcd64,ZZ,15642,Address_172b5f30,City_9415c49e,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_9f2d43a3,372,57BC9049-DB2D-4C35-A631-03A6227602C7
OWNER_788a63ee32da,Company_ea6d0aab,Last_7bd3af51,First_2c24c138,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,184,AE8ABD92-43AE-4A1C-ADDA-03ADC33C1651
OWNER_e050a028b4ac,Company_9d6fc041,Last_55e38dde,First_098b7a78,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,508,77DE7D73-39BB-4EF3-A150-03C14FDE700C
OWNER_0ed11c831e2f,Company_9d6fc041,Last_5dc2cb1b,First_ab9bef00,5055116253,5052678899,user_715c4f12e0@example.com,Address_8c5c8a76,City_eb940fb0,ZZ,28095,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,867,36B1A093-0FCB-4143-8B2C-03C6E3A1D2C8
OWNER_8e2d95b02959,Company_9d6fc041,Last_a2b98414,First_f0d296c3,5052414465,5050375952,user_715c4f12e0@example.com,Address_29ff5e93,City_013579ea,ZZ,74737,Address_df07350c,City_a37212bc,ZZ,74737,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,27,F09B4CE1-385D-4364-A0A4-03E266D3AFDD
OWNER_ec235cfb8b96,Company_9d6fc041,Last_1598213a,First_98ba3e2b,5050375952,5050132465,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_d3c4552b,City_c0cd795e,ZZ,94038,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_f871f1bd,1949,FD191AE0-CF33-4DB9-8FD5-042C9A774597
OWNER_8336f54c1cbd,Company_9d6fc041,Last_81e8a7ce,First_c2d18482,5051470193,5050375952,user_715c4f12e0@example.com,Address_b5bee93f,City_c0fbf85c,ZZ,75073,Address_06da1b31,City_76200585,ZZ,75073,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1186,3D3CF387-7D6D-4B0A-83CE-043022CD457D
OWNER_98c6ca73aa9a,Company_9d6fc041,Last_dd0df30a,First_d81d89e2,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_8671cb4a,353,B073D5AF-D9AA-4FC3-9552-046F037082B7
OWNER_26dbd8fb9bda,Company_9d6fc041,Last_c68390ea,First_a7be58cc,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,896,32EA2B66-0EBD-497F-A068-048F5EC4E677
OWNER_18c769a292b0,Company_9d6fc041,Last_3bffe04b,First_a82d6021,5050622360,5050375952,user_715c4f12e0@example.com,Address_612e7cb0,City_a62e8786,ZZ,98066,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,468,9EC20599-0AF3-4FD0-8FF2-04C53AA65D96
OWNER_952d85f66922,Company_4cb9205b,Last_6b3dd01b,First_bf086bd3,5055496653,5054164903,user_e6e1810049@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_fd07b822,820,D8923429-11DA-4BD9-9799-04E08AE10128
OWNER_db147c8c1f45,Company_9d6fc041,Last_6ca3b2d3,First_098b7a78,5052781769,5054728463,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a2c904ce,City_528281b9,ZZ,45530,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1584,C5860779-17D6-674B-A23D-04ECE03EDF84
OWNER_f8828a34e7a8,Company_9d6fc041,Last_aa83fcf5,First_abf52d77,5056783196,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_f297650d,City_9415c49e,ZZ,73247,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1616,4AE44E11-E8FF-AF45-9523-04F74CDE8C70
OWNER_83315fb30e6a,Company_9d6fc041,Last_30609e5c,First_761bd00f,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_30500c28,City_729a8613,ZZ,39493,Last_d178528e,First_21309967,5059674110,user_42e1fc2338@example.com,Note_2168f0cd,1847,90A5BA8B-B507-4589-B62D-05380C478805
OWNER_0fc533d12424,Company_9d6fc041,Last_5aba2d23,First_2c24c138,5057596389,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_8e264e43,790,3959C72A-D0F1-4991-8C1D-056BCB702392
OWNER_1946ae812817,Company_9d6fc041,Last_9c9572fb,First_35798c05,5056440879,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_efdfe256,First_297ae0fd,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1766,5D7CFCD9-7C5E-804C-A967-05BD98513560
OWNER_05cc6aadb8ed,Company_9d6fc041,Last_54233283,First_e72311c9,5055360739,5050375952,user_715c4f12e0@example.com,Address_1e925058,City_73ebcd64,ZZ,71254,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,219,DE011CAD-E5D7-4AA4-B6C6-05D4874CFBCE
OWNER_10e86d25cc69,Company_9d6fc041,Last_657c8485,First_98ba3e2b,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,190,6F9A7EED-82DD-46B2-9DD2-05EA5C660E83
OWNER_067e901a65c9,Company_5be28e23,Last_b8d8acc9,First_e54ab86c,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_c8e4bf35,First_25bef11c,5050375952,user_715c4f12e0@example.com,Note_efaf36af,591,21E59D32-485E-4812-A983-05F7C564AF09
OWNER_584dab465237,Company_651fe3db,Last_8c9e4bfe,First_b0684081,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_8ca3b2f4,First_a9da71b6,5050375952,user_489aeeb31f@example.com,Note_2168f0cd,554,5C3E85E7-C42A-42CB-943C-0668EB148B05
OWNER_f04a95d0e387,Company_9d6fc041,Last_14dd8829,First_cd96949e,5050375952,5054953558,user_afeeec8cd7@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_2926d8de,City_a9666c53,ZZ,72477,Last_529c781a,First_757b3891,5056032035,user_715c4f12e0@example.com,Note_6d47a2dd,1487,5815EE47-76A1-4E4C-969D-066C7041292F
OWNER_62c61f2322f4,Company_9d6fc041,Last_bd78b0a5,First_2b268150,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_229d7793,City_76200585,ZZ,75073,Last_d178528e,First_72cae815,5055210352,user_715c4f12e0@example.com,Note_b2729e1e,1239,EA3766F3-27C1-48F2-81D4-0671FB9D99CA
OWNER_c770d7e60085,Company_9d6fc041,Last_b92bac4a,First_2c24c138,5054086972,5050375952,user_2d308597dd@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_4983afee,City_17db8506,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,25,CF976B37-2329-46F2-A76D-067BEC96EC71
OWNER_1f1db701367e,Company_9d6fc041,Last_4e5ec65a,First_2c24c138,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,196,6B840F0E-EE05-4297-9A13-067DBCA5BD4B
OWNER_6149eef8080e,Company_9d6fc041,Last_0ebcdf12,First_d2cf130e,5050375952,5058168601,user_eda54f1c0f@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_7c81cf5d,City_3a846ee9,ZZ,52085,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1972,B7751847-31EF-4C54-A509-068E3630C2BF
OWNER_8b24105ad362,Company_9d6fc041,Last_6aef51af,First_bf2ec069,5055288825,5050375952,user_dc254e3158@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_687fe83a,City_adce70d4,ZZ,73028,Last_3ea7763e,First_052f577a,5054267233,user_56e6e39cf6@example.com,Note_368d5a93,1539,C4C570FC-DBDB-B44E-AD99-06EFD272D788
OWNER_89b78f966dc6,Company_45aa26b6,Last_7bd3af51,First_057fa61d,5053421143,5055528514,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_44910a00,187,7DBA1DB2-E396-4615-B25B-06F504A78DD3
OWNER_398ed9533487,Company_9d6fc041,Last_7ad73d0b,First_426b41a3,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1776,4AFA5C5B-CC74-D645-822B-06F7214F79CB
OWNER_fa00e7883218,Company_1f4ff785,Last_2f0a677c,First_e72311c9,5052717318,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1769,3A069703-8F78-8C40-B892-0736D363A8F1
OWNER_08cc0d7e32e8,Company_9d6fc041,Last_fad40c99,First_bf2ec069,5050375952,5051256810,user_376798b4a7@example.com,Address_f824b673,City_c0fbf85c,ZZ,75073,Address_00584590,City_76200585,ZZ,75073,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1326,B8D38236-90E4-4F7E-9B2D-0765208979D2
OWNER_23e938c40aab,Company_9d6fc041,Last_5a95f6ba,First_ab9bef00,5050817098,5050375952,user_715c4f12e0@example.com,Address_c249d736,City_a000d1fb,ZZ,66775,Address_f728395b,City_30bd86a3,ZZ,90053,Last_1546fab4,First_45e1a47c,5053814108,user_87be2b8fe4@example.com,Note_1fb3f030,1380,F5F7B2B2-52CF-4D6B-A123-076CA0F3023F
OWNER_3afef3f65e07,Company_9d6fc041,Last_f2cb9994,First_11a0abe7,5051381618,5057499336,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_7a3d055e,First_142e07c0,5058066286,user_715c4f12e0@example.com,Note_3374f8fd,1106,77AE9FEF-7F3E-46C6-9C6B-0796E68FD65A
OWNER_d89762b4b8fb,Company_9d6fc041,Last_3f84f7a6,First_098b7a78,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_8671cb4a,506,CFFCB51D-E088-478E-9828-07EC8D3EC435
OWNER_f0304872832f,Company_9d6fc041,Last_3330887f,First_abf52d77,5059287697,5050375952,user_6b72724368@example.com,Address_6b18af15,City_f194ca26,ZZ,67893,Address_5333dc1b,City_94b6fd86,ZZ,67893,Last_4aac7561,First_3f7a237f,5050169724,user_544e69bb04@example.com,Note_2168f0cd,1613,39C490CE-1F4E-3345-BF1F-080993A3D6C8
OWNER_3d48741558f9,Company_9d6fc041,Last_c838309f,First_41f72c5a,5052752117,5050375952,user_715c4f12e0@example.com,Address_3e2f462d,City_fb775d72,ZZ,24366,Address_caafaa6a,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_db70a22e,242,2946A1CB-B748-4CDD-97CC-0816409EDA4D
OWNER_6c5c9bf7fe35,Company_9d6fc041,Last_09cfef5a,First_514fb874,5054363846,5050375952,user_f669dbba0f@example.com,Address_d5c6b6cc,City_bd982042,ZZ,67214,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_4783115a,1690,068F8637-908D-B74F-968C-0822D3A761EF
OWNER_c837093bc2cf,Company_0e333e34,Last_30cb1819,First_5c6313fa,5056699144,5051789595,user_75f9137c51@example.com,Address_bd389e0c,City_73ebcd64,ZZ,84738,Address_a226cdca,City_c05d421a,ZZ,72477,Last_047d0d25,First_dc4c5831,5051776684,user_d31a65a9c9@example.com,Note_12e0d031,1696,8A7373A7-35AF-954F-9574-082D8816B6EA
OWNER_e18ba67e2dd5,Company_9d6fc041,Last_44b6e866,First_db18f187,5050375952,5057590356,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_b3bc5fe3,City_9fb03833,ZZ,27797,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1916,14013D17-89D5-46CC-8794-082DFBBB8670
OWNER_f9a1b904acde,Company_9d6fc041,Last_093f8012,First_d8d8de3c,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_47472730,1050,82EFDEE3-0EC3-4555-8BC0-085A1FE4F1E6
OWNER_e3773a9ffe82,Company_c51d552f,Last_7bd3af51,First_2c24c138,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,71,A1C26FC3-2EB3-4104-BC58-0875986B6A6D
OWNER_aed5032be8af,Company_9d6fc041,Last_3616f1b2,First_45900d3c,5050375952,5058584464,user_0070731e4a@example.com,Address_0ca9c599,City_1fdf2de6,ZZ,71128,Address_4f07c0ec,City_28cf9b52,ZZ,71128,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1814,2C1ECFE4-9091-403C-A554-08893874CA28
OWNER_33e9c25a30b6,Company_6e89bf7f,Last_1f7f9531,First_58ac6a37,5058732681,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1772,B1C7E499-B357-1242-9133-08AB07CF1845
OWNER_a958771f441b,Company_9d6fc041,Last_c38f4d32,First_8a975cf4,5056014876,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_9de82926,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_55e950e0,391,DA00D53E-82E5-441A-BE4A-08BB1CC042C7
OWNER_935850344f6c,Company_602fb875,Last_7bd3af51,First_2c24c138,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,150,636B140C-8C6F-4AE8-8868-090FB6D11285
OWNER_3344fcdbd0fd,Company_9d6fc041,Last_b3693364,First_0337f35b,5054239624,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_49187a5b,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_85ee5be1,1014,E1312392-D13B-40C2-9CCC-091462C80AD8
OWNER_257df581835f,Company_9d6fc041,Last_dbad2cc9,First_9421268a,5054452382,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1119,E4325CB7-11C2-4A74-A022-097272F0E4D7
OWNER_a3b586d6fb4a,Company_9d6fc041,Last_9bb2e717,First_4d5db5c4,5059029683,5053634627,user_715c4f12e0@example.com,Address_026f23fb,City_c1d7174e,ZZ,37349,Address_a226cdca,City_c05d421a,ZZ,72477,Last_4d28ce46,First_625647c4,5054787954,user_715c4f12e0@example.com,Note_2168f0cd,1495,2C10D753-346B-FD46-93F9-09A5661E0AF3
OWNER_658cff17feb7,Company_ff811d49,Last_cd72385a,First_685741b1,5055012673,5058829561,user_a273888aa3@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,34,BEDCB380-D478-44E7-BF87-09C46F2FEC99
OWNER_f254f635c9d5,Company_5bdc28d5,Last_20a7cb28,First_b0684081,5051126528,5050375952,user_993913a45c@example.com,Address_055d7d15,City_6c7ee442,ZZ,53288,Address_a226cdca,City_03db071b,ZZ,72477,Last_1bced015,First_90df7eef,5054534323,user_0a18d7e557@example.com,Note_3f4b8aac,149,CA6CF160-1DD1-49A4-9507-09D470E846DD
OWNER_fefc1378ca98,Company_9d6fc041,Last_3832d0b2,First_526ae813,5059293668,5050375952,user_715c4f12e0@example.com,Address_a905c94c,City_a62e8786,ZZ,98066,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,906,B42A92D5-9311-4AFC-B25D-09F56A246EE0
OWNER_783ca0a3ab1c,Company_9d6fc041,Last_98bf4669,First_a82d6021,5053795882,5050375952,user_715c4f12e0@example.com,Address_a451b402,City_23604209,ZZ,73028,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,363,72199968-7DA6-4BB3-A443-0A33C776053A
OWNER_bce4a6d6abb2,Company_9d6fc041,Last_49ea7d28,First_ea0c7375,5050375952,5052810728,user_715c4f12e0@example.com,Address_4de7ac65,City_f5f38e56,ZZ,52085,Address_862bacde,City_3a846ee9,ZZ,52085,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1931,AEF2C80C-6B9C-4A53-A076-0A70D9AD3292
OWNER_977702267228,Company_9d6fc041,Last_29e9a2f3,First_abf52d77,5050375952,5054259416,user_9bf53301b7@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_ce0e287b,City_9fb03833,ZZ,27797,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,1963,8D8D34F2-F3F9-4C67-B8B9-0AB1AC9AF0C7
OWNER_df9e12ce9970,Company_9d6fc041,Last_2be40f51,First_2c24c138,5050375952,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_8671cb4a,1113,6DE4A49B-7EC3-42D9-A441-0AE82AE34972
OWNER_1e992d443baa,Company_9d6fc041,Last_fb4c5a24,First_cd96949e,5058439506,5050375952,user_715c4f12e0@example.com,Address_f05df871,City_e708c712,ZZ,72477,Address_a226cdca,City_c05d421a,ZZ,72477,Last_d178528e,First_72cae815,5050375952,user_715c4f12e0@example.com,Note_2168f0cd,966,8A533316-D430-4354-A9CF-0AFC596D9E92
